sample,query,result,results_dir
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.cmash.f84pyvrc/results.1.1
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.cmash.f84pyvrc/results.1.2
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.cmash.f84pyvrc/results.1.3
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.cmash.f84pyvrc/results.1.4
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.cmash.f84pyvrc/results.1.5
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.cmash.f84pyvrc/results.2.1
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.cmash.f84pyvrc/results.2.2
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.cmash.f84pyvrc/results.2.3
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.cmash.f84pyvrc/results.2.4
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.cmash.f84pyvrc/results.2.5
sample,query,result,results_dir
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.mash.ciidt_x3/results.1.1
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,1,outputs.mash.ciidt_x3/results.1.2
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.mash.ciidt_x3/results.1.3
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Plima_partLSU.fasta,1,outputs.mash.ciidt_x3/results.1.4
data/marine/SLE_2018_wet.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.mash.ciidt_x3/results.1.5
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,1,outputs.mash.ciidt_x3/results.2.1
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,1,outputs.mash.ciidt_x3/results.2.2
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.mash.ciidt_x3/results.2.3
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Plima_partLSU.fasta,1,outputs.mash.ciidt_x3/results.2.4
data/marine/mock_8M_HAB_metagenome.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.mash.ciidt_x3/results.2.5
sample,query,result,results_dir
