sample,query,result,results_dir
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Pelagibacter_sp_HIMB1321_IMG_2547132513.fna,1,outputs.sourmash.ehi5zo8i/results.1.1
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Pelagibacter_sp_HIMB1321_IMG_2547132513.fna,1,outputs.sourmash.ehi5zo8i/results.1.2
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Pelagibacter_sp_HTCC7211_IMG_2503283017.fna,0,outputs.sourmash.ehi5zo8i/results.1.3
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Pelagibacter_sp_HTCC7211_IMG_2503283017.fna,0,outputs.sourmash.ehi5zo8i/results.1.4
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Qipengyuania_flava.fna,1,outputs.sourmash.ehi5zo8i/results.1.5
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Qipengyuania_flava.fna,1,outputs.sourmash.ehi5zo8i/results.1.6
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Qipengyuania_flavus_VG1_IMG_2758568035.fna,1,outputs.sourmash.ehi5zo8i/results.1.7
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Qipengyuania_flavus_VG1_IMG_2758568035.fna,1,outputs.sourmash.ehi5zo8i/results.1.8
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Rhodobacteraceae_sp_HIMB11_IMG_2514885042.fna,1,outputs.sourmash.ehi5zo8i/results.1.9
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Rhodobacteraceae_sp_HIMB11_IMG_2514885042.fna,1,outputs.sourmash.ehi5zo8i/results.1.10
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Thalassobaculum_litoreum_DSM18839_IMG_2599185271.fna,1,outputs.sourmash.ehi5zo8i/results.1.11
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/alpha-proteobacteria/Thalassobaculum_litoreum_DSM18839_IMG_2599185271.fna,1,outputs.sourmash.ehi5zo8i/results.1.12
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_IMG_2663762667.fna,1,outputs.sourmash.ehi5zo8i/results.1.13
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_IMG_2663762667.fna,1,outputs.sourmash.ehi5zo8i/results.1.14
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_SCGC_IMG_2648501532.fna,1,outputs.sourmash.ehi5zo8i/results.1.15
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_SCGC_IMG_2648501532.fna,1,outputs.sourmash.ehi5zo8i/results.1.16
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_SCGC_IMG_2657245309.fna,1,outputs.sourmash.ehi5zo8i/results.1.17
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_SCGC_IMG_2657245309.fna,1,outputs.sourmash.ehi5zo8i/results.1.18
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_isolate_RS440_GCA_002728035v1_ASM272803v1_genomic.fna,1,outputs.sourmash.ehi5zo8i/results.1.19
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Euryarchaeota_archaeon_isolate_RS440_GCA_002728035v1_ASM272803v1_genomic.fna,1,outputs.sourmash.ehi5zo8i/results.1.20
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Poseidoniales_archaeon_AHCG_2667527490.fna,1,outputs.sourmash.ehi5zo8i/results.1.21
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/archaea/Poseidoniales_archaeon_AHCG_2667527490.fna,1,outputs.sourmash.ehi5zo8i/results.1.22
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_flos-aquae_IMG_2585427799.fna,1,outputs.sourmash.ehi5zo8i/results.1.23
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_flos-aquae_IMG_2585427799.fna,1,outputs.sourmash.ehi5zo8i/results.1.24
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_flos-aquae_IMG_2630968589.fna,1,outputs.sourmash.ehi5zo8i/results.1.25
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_flos-aquae_IMG_2630968589.fna,1,outputs.sourmash.ehi5zo8i/results.1.26
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_sp_NH5_GenBank_EU603710v1.fna,1,outputs.sourmash.ehi5zo8i/results.1.27
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Aphanizomenon_sp_NH5_GenBank_EU603710v1.fna,1,outputs.sourmash.ehi5zo8i/results.1.28
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,1,outputs.sourmash.ehi5zo8i/results.1.29
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,1,outputs.sourmash.ehi5zo8i/results.1.30
../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/syntheticreads/mock_8M_HAB_metagenome.fq.gz,../../../../../../Volumes/Xavier_Blue/HBOI/mock_HAB/ref_genes_and_genomes/cyanobacteria/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,1,outputs.sourmash.ehi5zo8i/results.1.31
